,reviewText,overall
10,"If you are not used to use large sustain pedals while playing the piano, it may be almost untroublesome.",3
11,"If you are not used to playing the piano with a large support pedal, you may appear a little embarrassed.",3
12,"If you're not used to using a big fixed pedal while playing the piano, it might seem a little uncomfortable.",3
13,"If you do not use a big pedal during the piano game, it may seem a little uncomfortable.",3
14,"If you are not used to using a large pressure lever during piano practice, it may seem a little uncomfortable.",3
15,"If you are not used to using big pedals when playing the piano, it may seem a little awkward.",3
16,"Work for practice... This is a guitar instrument cable. What can I say... It may not be the best, but it meets its purpose.",3
17,"Work for practice This is the guitar line. What can I say... He may not be the best, but it is in line with his goal.",3
18,"Practice. This guitar instrument cable, I can say. Perhaps not best, it will help for the purpose.",3
19,"In practice, work is the cable of guitar instruments, I can say... Maybe not the best, but it's in line with his purpose.",3
20,"Works for the practice. It's a guitar instrument cable, what can I say... Maybe not the best, but it serves its purpose.",3
21,"Works for the practice... It's a guitar wire, what can I say... Maybe not the best, but it serves its purpose.",3
22,"He works for practice. It's a musical instrument wire, what can I say... Maybe not the best, but it serves its purpose.",3
23,"Work for practice. This is a guitar instrument cable. What can I say. It may not be the best, but it meets its purpose.",3
24,"... The unbalanced guitar line is very noisy, especially around fluorescent lights. These are no exception. I prefer to use cables with better shielding, but considering that these things are rarely used, I can't prove that the cost is reasonable.",3
25,"1、 , please... Unbalanced guitar lines are noisy, especially around fluorescent lights. This is no exception. I prefer to use more shielded cables, but because these things are rarely used, I can't justify the cost.",3
26,". Unbalanced guitar cables are notorious noise especially around flooring lights. These are different. I prefer to use cables with better shielding, but I can't justify the cost of considering how rare these things are used.",3
27,"…… Unbalanced guitar wires make noise, especially around fluorescent lights. This is no exception. I prefer to use shielded cable, but considering that these things are rarely used, I can't prove that it is worth reasonable use.",3
28,"Yeah. The unbalanced guitar cable is very noisy, especially around flowering lights. These are no different. I would prefer to use wires with better shielding, but I cannot justify the cost, given how seldom these things are used.",3
29,"Yeah. Unearned guitar cable is especially known for lights. These are no different. I would prefer to use better shielding cables, but I cannot justify the cost, considering how seldom these things are used.",3
30,"Yeah. The unbalanced guitar wire is very noisy, especially around the lights. These are no different. I'd prefer to use wires with better shielding, but I can't justify the cost considering how rarely these things are used.",3
31,"... Uneven guitar line noise, especially around fluorescent lights. This is no exception. I prefer to use cables with better shielding, but considering that these things are rarely used, I can't prove that the cost is reasonable.",3
32,"This is a cable, no decoration, entanglement is quite easy, because of its design, it may rattle a little when you walk, but the way it works should be like this",3
33,"This is an undecorated cable that is easily entangled, and because of its design, it may squeak a little when you go, but it should work like this",3
34,"It's pretty easy for cables, frills, toes and it's designed for you to design, it might work a bit rattle when you move around, but it should work like that",3
35,"This is an undecorated cable that is easy to tie because it is designed to move with a little button, but it should work like this",3
36,"It's a cable, no fringes, hard to hit and the design can rattle a little when you move but it works like it should.",3
37,"It's a cable, not a snapper, it's pretty simple and because of its design it might work a little bit if you move, but it works like it should",3
38,"It's a wire, no lines, complicated enough and because of its design it can shake a little when you move but it works like it should.",3
39,"It is made of cable without decoration, and knotting is quite easy. Because its design may make it creak a little, so when you move, it must work like this",3
40,"One end was loose, so I tightened it. It kept loosening, so I had to apply a little crazy glue to the thread. I hope I never have to open it to repair.",3
41,"One end was broken, so I tightened it and it continued to loosen, so I had to put some crazy glue on the wire. I hope I never have to open it to repair it.",3
42,"Because one end is loose, I want to tighten it and it should be loose, so I had to put a crazy glue dub on the screw, so I hope not to open the end for repair.",3
43,"One end was loose, so I tightened it. It was loose, so I had to apply a little crazy glue to the thread so that I would never open it to repair.",3
44,"One end was loose, so I tightened it up, it keeps coming loose, so I had to put a little crazy glue on the wires, hope I never have to open the end for repair.",3
45,"One end was loose, so I narrowed it down, it keeps happening, so I had to put a bunch of crazy glue on the threads, hoping I'd never have to open the end for repair.",3
46,"One end was loose, so I squeezed it, it keeps getting loose, so I had to put a piece of crazy glue on the threads, hoping it'll never have to open the end for repair.",3
47,One end was loose and I tightened it. It kept loosening and I had to paint the screw with mad grass. I hope never to open it for repair.,3
48,"This is a decent cable. It has done its job, but in terms of structural integrity, it still needs to be improved. The mating part of the connector swings back and forth. The switch is also loose. Without pressing the switch, the connector will move out of the microphone by approx. 2 mm. "" I do not recommend using this cable in critical applications. It is more suitable for family or hobbies.",3
49,"This is a decent cable. It has completed its work, but much remains to be done in terms of structural integrity. The mating part of the connector swings back and forth. The switch is also released. Without pressing the switch, the connector will be about 2 mm away from the microphone. ""I don't recommend using this cable in critical applications. It's better for home or amateur use.",3
50,"Decent cable. It does its job, but it is desirable as long as structural integrity is concerned. The fitting portion of the connector swings back and forth. The switch is loose. The connector will move around 2 mm from the microphone without the switch being pushed and I don't recommend using this cable for an important application. It is suitable for home and hobby use.",3
51,"This is a good cable. It has completed its work, but much remains to be done in terms of structural integrity. The connecting part swings back and forth The switch is also loose. Without pressing the switch button, the connection will output about 2mm from the microphone. ""I don't recommend using this cable in critical applications. It's more suitable for families or hobbies.",3
52,"It's a decent cable. It does its job, but leaves a lot to be desired in terms of structural integrity. The coupling part of the connector swings back and forth. The switch's off, too. The connector moves around 2mm from the microphone without the switch being pressed.' I do not recommend the use of this cable for critical applications. It would be more suitable for home or hobby use.",3
53,"It's a decent cable. He does his job, but leaves much to be desired in terms of structural integrity. The mating part of the connector moves back and forth. The switch is loose, too. The plug moves around 2mm from the microphone without the switch being pressed. ""I would not recommend using this cable for critical applications. It would be better suited for domestic or hobby use.",3
54,"It's a decent wire. He does his job, but leaves many gaps in the area of structural integrity. The coupling part of the coupling moves back and forth. The switch is also loose. The connector will move around 2mm from the microphone without pressing the switch. I would not recommend using this cable for critical applications. It would be more like a home or a hobby.",3
55,"This is a decent cable. It has completed that work, but there is still much to be improved in terms of structural integrity. The mating part of the connecting rod swings back and forth. The switch is also loose. Without pressing the switch, the connector will move the microphone by about 2mm. This cable is best used in important applications. It is more suitable for family or hobbies.",3
56,"As early as the 1980s, I bought a can of DNA (the name is wrong, but I can't remember), which has better effect and lower cost. It is made for the army. There are three levels of spray, but low to high. It's really useful, but I used to use much better. I don't see much else, so I may have to stick to it. This is a very wasteful cost. I'm lucky with WD40, too, but it's very flammable. I call it general.",3
57,"As early as the 1980s, I bought a box of DNA (the name is incorrect, but I don't remember), which has better effect and lower cost. This is for the army. There are three levels of spray, but at a low to high level. It worked, but I used it better. I haven't seen much yet, so I have to stick to it. This is a very wasteful cost. I'm lucky to have WD40, but it's very flammable. I call it general.",3
58,"Back in the 1980s I bought a cecsido (not the right name but can't recall it). They were made for military use. Spray is low yet three levels are low yet. It does the job but what I had was better. I don't see many others there, so I need to stick to it. It's just very waste for cost. I had good luck with WD40 but it's very flammable. I call it average.",3
59,"As early as the 1980s, I bought a DNA tank (the name is incorrect, but I don't remember), which is more efficient and cheaper. This is for the army. Spraying has three levels, but lower and higher. It's really useful, but I've used it a lot before. I don't see much else, so I may have to continue. It's very expensive. WD40 I'm lucky too, but it's flammable. I call it general.",3
60,"In the eighties I bought a can of deoxide (not the right name, but I can't remember) that worked much better and cost much less. It was made for the army. The spray has three levels, but the low is still much too high. It works, but the things I had were much better. I don't see much else, so maybe I should just keep doing it. It's just very wasteful for the cost. I've also had a lot of luck with wd40, but it's very flammable. I'd call it average.",3
61,"In the 80s I bought a can of deoxidation (not the right name, but I can't remember) that worked much better and cost much less. It was made for the military. The spray has three levels, but the low is still much too high. It works, but the stuff I used to have was so much better. I don't see much else out there, so I have to stick to it. It's just very wasteful for the cost. I was lucky with wd40, too, but it's very inflammatory. I'd call it average.",3
62,"In the 1980s I bought a box of deodorant (not the right name but I can't remember it) that worked much better and cost much less. It was made for the army. The spray has three levels, but the low is still very high. It works, but the things I had were so much better. I don't see much else out there, so I might have to stay. It's just too much waste for the cost. I had good luck with the WD40, too, but it's very flammable. I'd call it average.",3
63,"As early as the 1980s, I bought a can of DNA with better effect and lower cost. It was made for the army. There are three levels of spray, but very low. It's really useful, but I've used a lot better before. Because I didn't see much else, I had to stick to it. This is a very wasteful cost. I'm lucky with WD40, too, but it burns easily. My name is ordinary people.",3
64,"I have an old mesa boogie, which has developed rough control over the years. These things cleaned most of them, but my middle pot began to burst again. I don't want to take down the chassis again, but that's necessary",3
65,"I have an old boogie counter that has developed some basic controls over the years. Most of these things have been cleaned up, but my pan is exploding again. I don't want to remove the chassis, but it's necessary.",3
66,"I've had old mesabies developing years of scratch control. This almost cleans most of them, but my midrange pot is beginning to rock again. I hate to tear the chassis again but it happened",3
67,"I have an old mesabuji who has been developing under strict control for many years. These things cleaned most of them, but the center of my pot burst again. I don't want to dismantle the landing gear anymore, but it's necessary",3
68,"I have an old mesa boogie that has developed over the years scratches. This stuff's cleaned out most of it, but my weed's starting to crack again. I hate to rip the chassis out again, but it has to happen.",3
69,"I have an old Mesa Boogie who has developed scratchy controls over the years. Most of this stuff's cleaned up pretty good, but my Midrange pot's starting to crunch again. I hate to pull the chassis out again, but this has to happen.",3
70,"I've got an old snot that's developed severe controls over the years. These things cleaned up pretty good, but my average dose started to crack again. I don't want to rip the sash again, but it has to be done.",3
71,"I have an ancient mesa boogie, which has developed rough control over the years. Most of these things were cleaned up, but my middle pot burst open again. I don't want to tear down the floor anymore, but it's necessary",3
72,These cables are a little thinner than Hosa and GLS. They also found some interference from other devices. I guess they lack protection.,3
73,"Compared with Hosa and GLS, these cables are a little thin. They also found interference from other devices. I think they lack protection.",3
74,These cables are a little thin compared to the gras and the GLS. They received a little interference from other equipment. Guess they lack some shielding.,3
75,These cables are slightly thinner than the host and GLS They also found some interference from other equipment. I don't think they are safe.,3
76,These cables are a little thin compared to hosa and GLS. They also picked up some interference from other equipment. I don't think they have shields.,3
77,These cables are a little thin compared to hosa and GLS. They also detected some interference from other devices. I guess they don't have a shield.,3
78,These wires are a little thin compared to Hosa and GLS. They also picked up a little interference from other equipment. I guess they're missing some shielding.,3
79,These cables are a little thinner than luxury or GLS. They also found some interference from other devices. I guess they lack protection.,3
80,"Let me start by saying I'm a big fan of Dano stomp box. I may have nearly a dozen kinds of products they produce. This pedal can well meet your vibrato needs, but the vibrato pedal of IMHO Dano cool cat series is more durable and costs only another $4 (at the time of this review). The switch and knob on the pedal are weak links. I don't think it's true. Cool cat has a metal housing, real bypass, stronger input and knob, and better on / off switch. The function and sound are the same. For an extra $4, you'll have a more bulletproof pedal with cool cat trem.",3
81,"First of all, allow me to say that I am a big fan of Danone stompbox. I may have more than a dozen different products. This pedal well meets your demand for trill, but the trill pedal from the cool cat series IMHO Dano is more durable and costs only an additional $4 (at the time of this review). The switches and buttons on this pedal are weak links. I don't think it's true. Cool cat has a metal shell, real bypass, stronger input and button, better switch. The function and sound are the same. For another $4, you can get a safer pedal and a cool cat trem.",3
82,"Let me start by saying I'm a big fan of the Dano stomop box. I probably own one dozen from the various lines they make. This pedal has a decent job covering your tremolo needs, but the imtreo tremolo from the daddy's cool cat line is more durable pedals for more than four dollars (at this review time). This pedal switch and knob are weak links. I don't think it's a real bypass. Cool cat has metal enclosure, true bypass, sturdy input and knobs, and better on / off switch. Features and sounds are the same. Spend extra $4 and have a bullet cat Trek and much bullet proof pedals.",3
83,"Let me start by saying I'm a Dano stomp boxing fan. I can have about a dozen different products they produce. This pedal is perfect for your vibrato, but the imodano cool cat vibrato series is more durable and requires an additional $4 (currently under review). The switches and buttons on the pedal are weak I don't think so. Cool cat has a metal shell, real locking, more durable inputs and buttons, and better switch on / off. The function is the same as the sound. For another $4, you'll have more bulletproof pedals and cool cat tram.",3
84,"Let me start by saying that I'm a big fan of Dano punching boxes. I probably have a dozen of the different lines they make. This pedal does a decent job on your tremolo needs, but IMHO the tremolo of Dano's Cool Cat line is a much more durable pedal for just $4 more (at the time of this assessment). The buttons and buttons on this pedal are the weak link. I don't think it's true either. The Cool Cat has a metal housing, true bypass, stronger inputs and buttons, and a much better on/off switch. The functions and sound are the same. Spend the extra $4 and you will have a much more bullet-free pedal with the Cool Cat Trem.",3
85,"Let me start by saying that I'm a big fan of Dano Stomp's boxing. I probably own a dozen of the different lines they make. This pedal does a decent job to meet your tremolo needs, but IMHO the tremolo of Dano's Cool Cat Line is a very durable pedal for just $4 more (at the time of this evaluation). The switches and buttons on this pedal are the weak link. I don't think it's a real bypass either. The Cool Cat has a metal housing, a real bypass, more stable inputs and buttons and a much better on and off switch. The properties and sound are the same. Move the extra $4 and you have a much more bulletproof pedal with the Cool Cat trem.",3
86,"Let me start by saying that I am a big fan of Dano pampbox. I think I own dozens of the different lines they make. This pedal does a decent job covering your trembling needs, but IMHO trembling from Dano's Cool Cat line is a much more resilient pedal for just $4 more (at the time of this review) The switches and buttons on this pedal are the weak link, and I don't think it's a real shortcut, because Cool Cat has a metal casing, a real shortcut, strong inputs, and a button. The features and sound are the same. Spend the extra $4 and you'll have a much more bulletproof pedal with the Trem Cool Cat.",3
87,"Let me start by saying that I'm a big fan of Dano stop box I may have more than ten kinds of products they produce. This pedal can meet your vibrato needs, but the vibrato pedal of IMHO Dano cool cat series can last longer for only $4. The switch of this pedal and the switch are flakes. I don't think it's true. The cold cat has a metal housing, a real bypass, stronger inputs and switches, and better switches. The function is the same as the sound. For another $4, the bulletproof pedal and cool cat will have a heartbeat.",3
88,"How do I say this? This is not a high-end capo, and I may lose it (like most other capos I have). This is not a high-quality capo. Some adjustments need to be made to make it in place correctly.",3
89,"What do you mean? This is not a high-end condom and I may lose it (like most other condoms I have). This is not a high-quality Police Complaints course, which needs some adjustments to be set up correctly.",3
90,"What should I say? It's not a high end capo and I can lose it for a price (like most of the other caps I own). It's not high quality Cao, it takes some adjustments to get seated properly.",3
91,"How do I say this? This is not a high-level Kapo and I may lose it (like most other Kapos I have). This is not a high-quality course for capo, and some adjustments must be made to its correct position.",3
92,"What can I say? It is not a top capo and for the price I can lose it (like most other capo I own). It's not a high-quality capo, and it takes a few adjustments to make it go away.",3
93,What can I say? It is not a High End Capo and at the price I can lose it (like most other Capos I owned). It's not a high-quality cape and it takes a few settings to set it right.,3
94,What can I say? It's not a luxury capo and for the honor I can lose it. (like most of the other capo s I own) It's not a high-quality capo and it needs some adjustments to get it right.,3
95,How do I say this? This is not an advanced capo. I might lose it. (like most other capos I own.) This is not a high-quality police course. It needs a little adjustment to gain a foothold.,3
96,"The description says the color is gold. no More green and yellow, but what is its purpose. But I think I'll stick to black.",3
97,"The description says the color is gold. More green and yellow, but what's the use? But I think I'll keep it dark.",3
98,"Description says color is gold. Not so. More of greenish yellow but what it is meant. I think, however, stick to the black color.",3
99,"The description says the color is gold. No, I'm not. More green and yellow, but the goal is. But I think I'll stick to black.",3
100,"The description says the color is gold. Not really, no. More like a green yellow, but does what it's supposed to do. I think I'd stick with the black.",3
101,"The description says the color is gold. It is not. More like a green yellow, but do what it's supposed to do. I think I'd still stick with the black color.",3
102,"The description says the color is gold. It's not. More like green yellow, but it does what it's meant to do. But I think I'd stay in black.",3
103,"Described that the color is gold no, it isn't. More green and yellow, but what is its purpose? But I still think I will stick to black.",3
104,"This string works well, but it doesn't bring the mellow sound I want to my guitar. The shipment was fast and the rope received was neat.",3
105,"This rope works well, but it doesn't give my guitar the round sound I want. The expedition was quick and the ropes received were in order.",3
106,"The string worked well, but I didn't give a mellow sound to my guitar I was looking for. Since the shipment was quick, the strings were summoned in good order.",3
107,"This string works well, but it doesn't give me a guitar, which makes me want to get a complete sound. The ship was soon transported and the rope was neatly stowed.",3
108,"The string worked well, but it didn't make the soft sound on my guitar I was looking for. The shipment was fast and the strings were received in good order.",3
109,"The string worked well, but it didn't give the soft sound on my guitar that I was looking for. The shipment was fast and the strings were picked up in good order.",3
110,"The string works fine, but it didn't give the soft sound to my guitar I was looking for. The transfer was fast and the strings were fine.",3
111,"This thread works well, but it doesn't bring the round sound I want to my guitar. The ship is fast and the rope is neat.",3
112,"DOE's performance is not very good. Even if you choose light, it will change a lot.",3
113,"DOE's performance is not very good. Even if you choose few, there will be many changes.",3
114,"Even if you go for a pick, you can't move too.",3
115,"DOE's performance is not very good. Even if you choose lightweight, there will be many changes.",3
116,"Do not stay well, move too much even if you go before the pick light could be rearranged.",3
117,"Doe is not on the well, moves too much, even if you could easily go to the selection.",3
118,"Do's not in his right mind, he's moving on to a lot, even if you go for the selection, it could easily be redesigned.",3
119,"DOE's performance is not good. Even if you choose easily, it will change a lot.",3
120,"After buying this product, I came to the conclusion that $8 is a lot of money. I do this job, but I think Velcro will work better than this.",3
121,"After buying this product, I concluded that $8 is a lot of money in the bubble! I do the work, but I think Velcro will do better.",3
122,"After buying this product, I concluded that $8.00 is a lot of money for bubbles! Although I do the job, I think that the Velcro work is preferable.",3
123,"After I bought this product, I decided that $8 was a lot of money! I'm doing this work, but I think Vicky nylon prison will be better than this.",3
124,"After buying this product, I have concluded that $8.00 is a lot of money for foam! Does the job, but I think the velcro job is better than this.",3
125,"After I bought this product, I concluded that $8.00 is a lot of money for foam! That does the job, but I think the zipper would be better than this one.",3
126,"After I bought this product, I figured $8.00's a lot of money for foam! She's doing the job, but I think the velvet job is better than this.",3
127,"After buying this product, I came to the conclusion that $8 is a big money in the bubble. I do it, but I think the Velcro button will be better than this.",3
128,"It's a good guitar, but it's not surprising. There are some problems with the surface treatment of my special instrument in several places around the guitar - they look like black spots under the paint and transparent coating in the sun. One is near the top belt pillar and the other is near where the pickup shield is installed to the underbody. Neither of these situations is obvious to those who don't evaluate the guitar, but they do exist and don't seem normal to me. Maybe I was the first offline after they changed from the black paint model? My guitar also has a strange V shape at the back of my neck, where the wood grain doesn't match at all - I guess it's a glued joint. I know the better Les Paul guitar has an integral neck, because I didn't read the difference between this guitar, so I think it's the same. Glue is stronger than wood. Les Paul guitar tends to break in that area, so I think my guitar should be more durable than some. However, this is a disappointing and unexpected discovery. I'm not sure if seeing these completion problems will prevent me from buying the same guitar, but after thinking, it would be wiser to check the guitar in the music store before buying. The rest of my questions about the instrument are more about the overall design of all Les Paul guitars than my special instrument. This guitar is too small. I don't have a belt even if I sit. I'm not comfortable playing it. The top strap pin tilts slightly upward, and the guitar with horn tilts it downward, which means that investing in some type of straplock system is a good idea for Les Paul - the pin will not stay in the strap hole like other guitars. This guitar has all the knobs and switches, which is great; Real &#34; This is true for Les Paul guitars, but from a practical point of view, it is cumbersome to equip each pickup with a separate volume and tone knob. The adjustment range on the saddle is very small, and I found it impossible to set the guitar for the coated. 09 string without additional hardware. This guitar sounds good and looks good (although not as beautiful as the one in the picture), and it is easier to play than some other guitars because of its short scale length. Note: the shorter scale length is the characteristic of Les Paul guitar, but it does not mean that it is less than a&#34; Full size &#34; Guitar although this is a good guitar, I'm not sure if I would make the same choice if I were in the same position again.",3
129,"It's a good guitar, but it's not surprising. My special instrument has some polishing problems in several places around the guitar - they look like paint in the sun, and there are black spots under the transparent coating. One is near the upper belt pillar and the other is near the location where the pickup shield is installed under the vehicle body. For those who don't evaluate the guitar, these situations are not obvious, but they do exist, which doesn't seem normal to me. Maybe this is my first time offline because they changed the black painting mode? There's a strange V-shape on the back of my guitar neck, where the wood grain doesn't match at all - I think it's a glued joint. I know the best guitar Les Paul has a built-in neck, because I didn't read the difference between this guitar, so I think it's the same. Glue is stronger than wood and the guitar breaks easily in this area, so I think my guitar should be more durable than some. However, this is a disappointing and unexpected discovery. I'm not sure whether these completion problems will prevent me from buying the same guitar, but after consideration, it's best to check in the music store before buying. The rest of my questions about instruments are more about the overall design of all instruments than my special instruments. This guitar is so small that I don't even have a tape. Even sitting, I don't like playing it. The top belt pin tilts slightly upward and the guitar with horn tilts downward, which means that it is a good idea for Paul to invest in some type of clamping system - the pin will not stay in the belt hole like other guitars. This guitar has all the buttons and switches. It's great; True &#34; This is true for Les Paul guitar, but from a practical point of view, it is difficult to equip each cassette with a separate volume and tone knob. The setting range on the saddle is very small, and I find it impossible to set the guitar for coated strings. 09 no additional equipment. This guitar looks good, looks good (although not as beautiful as the picture), and because of its short scale, it is easier to play than other guitars. Note: the short scale length is a feature of Les Paul guitar, but that doesn't mean it's less than a&#34; Full size &#34; guitar. Although this is a good guitar, I'm not sure if I would make the same choice if I were in the same position again.",3
130,"This is a great guitar, but it's not surprising. My particular instrument has some problems with finish in several places around the guitar - they look like black splotches under Sunburst paint and clear coat. There is another near the top strap post and near the place where the pick guard is attached to the underside of the body. Neither will be revealed to someone who has not evaluated the guitar, but they are there and I don't see normal. Maybe I got the first one from the line after they changed from a black painted model? My guitar also has a weird V-shape behind the neck of the tree grain no match. I know that better pall Le guitar has one piece neck and I've been reading it since I was not reading about this thing that has something different. Glue is stronger than wood and Les Paul guitars tend to break in that area. Still, it was disappointing and unexpected discovery. I look at these end issues in front of hand and I will not confirm that I've condemned me from buying the same guitar, but it will be far more clever to visit the music store and consider the guitar before buying. My remaining problems in musical instruments are related to the general design of every particular instrument to every Les Paul guitar. The guitar can't play comfortably without straps even while sitting. Top strap peg is slightly bent. And the guitar with horns made them angry. And it is a good idea in Les Paul to invest in installing some kind of straplock system. Although this guitar has all knobs and switches, Fudo King 34 Les Paul guitar does, but from a practical point of view, it is quite cumbersome to have different volume and tone knobs for each pickup. The scope of the adjustment in the saddle is pretty small and I found it impossible to set up the guitar for the coating. The guitar sounds nicely, it looks pretty nice (though not as clean as the picture), and because of its shorter scale length it is easier to play than some other guitar. Note: the length of the short scale is a characteristic of the LES Le guitar, which is a & count full size & guitar. This is a great guitar for price, but I'm not sure if you were in the same position you would make the same choice.",3
131,"It's a good guitar, but it's not surprising. My special tools have problems with the surface treatment around the guitar - they look like black spots in the sun and transparent coating. Next to the top pillar of the belt, the other next to the pickup housing is mounted on the underbody. For those who don't evaluate the guitar, these situations are not obvious, but they do exist and they don't seem normal to me. Maybe they replaced the black paint of the model with my first line? My guitar has a strange V-shape at the back of the neck, and the scroll doesn't match at all - I think it's a sticky joint. What I know better is that the Les Paul guitar has a complete neck, because I didn't read that the guitar is different, so I think it's the same. Glue is harder than wood. Les Paul's guitar tends to be damaged locally, so I think my guitar should be more durable than others. However, this is a disappointing and unexpected discovery. I'm not sure these completion problems will stop me from buying the same guitar, but after careful consideration, it's wiser to go to the music store, Before buying a guitar. Other questions I would like to ask about this instrument relate more to the overall design of all Les Paul's guitar instruments, Than my special instrument. The guitar is too small. I can't play well even if I sit without it. The fingers of the upper strap tilt up slightly, and the guitar with horn tilts it down, which means This is a good idea for Les Paul to invest in some straplock system because it won't stay in the belt hole like other guitars. This guitar has all the buttons and switches. It's great; ""Les Paul"" guitar is like this, but from a practical point of view, it is difficult to set a separate volume and tone pen for each recorder. The adjustment range of the saddle is very small. I found it impossible to install a guitar to cover the strings without additional equipment. The guitar sounds good and looks good (although it's not as beautiful as the picture), and because its sound length is very short, it's easier to play than other guitars. Note: the unique short tone length of Les Paul guitar does not mean that it is less than a & \ 35; Although the whole size & \ \ \ 35g guitar is a good guitar, I'm not sure if I can make the same choice if I stand in the same position again.",3
