,reviewText,overall
42,"This adapter cable for stereo pickups to work with small DV cameras will work but with cellars.first, its construction is light enough. This means that you will need to be ""soft"" with that when you use it. This is something that none of us in the diffusion field of production does not want to worry from our equipment that becomes pretty beat.second, the adapter has only one cable of a foot length . This is quite short and may not reach wherever the MIC input jack is on your camera. This means that you would need another XLR XLR micro cable to extend from the microphone to this adapter. Just know that this can work properly for some and not work for others. I went to Sam Ash Music and found a similar, robust adapter cable with a longer cable for the same price. It is paying to shop! ",4
43,"This adapter cable for stereo microphones to work with small DV cameras is functioning, but with warning. First, the construction is quite lightweight. That means that you have to be 'gentle' when using it. That is something that none of us in the temporary production field is concerned, because our acceleration is decided. Second, the adapter only has a single foot in cable on it. This is quite short and may not reach where the microphone input connection is on your camera. That means that you need a short XLR cable to extend from the MIC to this adapter. Then keep in mind that this can work well for some and not at all for others. I went to Sam Ash music and found a similar adapter cable, heavy and with a longer cable for the same price. It pays to shop around! ",4
44,"Well done. Works as it should. However, seem to have a little sound of a hunting microphone directly in a D800. (more than the scheduled habit) to see if it were microphone, cable or adapter; Tested it goes directly into a zoom recorder H4.Sems to be a little but more noise passing through this adapter cable than straight in the XLR.NO BIG surprises input. Clean minor in post. ",4
45,"Well made. Works as it should. However, a little noise from a shotgun microphone is right in a D800. (more than the usual expected) to see if it was the microphone, cable or adapter; Tested it directly in a zoom H4 recorder.sems to get a little but more noise through this adapter cable than right in the XLR-Input.no large surprises. Small cleaning up in the post. ",4
46,"I have not used yet, but if it's like other cables I have in the same business, it should work properly. ",4
47,"Haven't used it yet, but if it looks like the other cables that I have of the same company, it should work well. ",4
48,"That's what it's ... a super cheap mono cable. This should be sufficient for many needs and is good enough that the thin slim gauge and such can be forgiven. Simply know that it is cheap and unshielded, etc. For the price and the intention, I almost gave it a 5 star. But it's not a 5-star cable ... it's an ultra-cheap cable of good quality. 4 stars seems pretty much good. (Yes, it's almost exactly what I wrote on the other cable Hosa that I looked at.) ",4
49,"This is what it is ... a super cheap monochrope. It should be sufficient for many needs and is cheap enough that thin wire meter and the like can be forgiven. Just keep in mind that it is cheap and non-shielded, etc. For the price and intention I gave it almost 5 stars. But it is not a 5-star cable ... it's a fair quality ultra cheap cable. 4 stars seems pretty good. (Yes, this is almost exactly what I wrote about the other Hosa cable that I have rated.) ",4
50,"This outlet is good enough to make connections between my guitar pedals and it works well. Quite flexible. I do not like the fact that this is made of plastic and looks cheap, but for the price I paid for that, I do not really care. ",4
51,"This L Jack is good enough to make connections between my guitar pedals and it works great. Flexible enough. I don't like the fact that it is made of plastic and it looks cheap, but for the price I have paid for it, it can't really get it. ",4
52,"These small fixed cables work well, there is no change to your tone or sound and they connect a pedal to another just very good .. I will only make a small complaint and explain why he has 4 Stars instead of 5. The description of the product says 6 inches, right? If you jump to these (http://www.amazon.com/gp/product/b001pgxkc8/ref=oh_details_o04_s00_i02?ie=utf8&psc; = 1) Waves of planet cables are listed at 0.5 feet (identical to 6 inches, right?) Hosa cables may seem perhaps 4 inches, while the cables of the Planet Waves gave me a lot of a pedal to another. I only used the HOSA cable as a backup urgency. To conclude, should I recommend them? Yes, if you have one or two pedals and need a small and effective affordable connection cable, go ahead. But my first recommendation will always be planet cables waves on something else. ",4
53,"These small patch cables work beautifully, there is no change in your show or sound and they connect a pedal to another just fine ... I just go to make one small complaint and explain why it got 4 stars instead of 5. Product description says 6 inches, right? If you jump to this (http://www.amazon.com/gp/product/b001pgxkc8/ref=oh_details_o04_s00_i02?04_o04_s00_i02?ie=utf8&psc; = 1) planet waves patch cables they are at .5 feet (the same as 6 inches , right?) The Hosa cables look more like 4 centimeters, while the planet waves cables gave me a lot of space from one pedal to the other. I only used the Hosa cable as an emergency situation. To conclude, would I recommend this? Yes, if you have one or two pedals and need an affordable small and effective patch cable, go for this. But my first recommendation will always be planet waves cables about something else. ",4
54,"Works just well, ideal for small spaces between a pedal to another, if there is more distance, it is best to use another type, bue usually works well and it's a good quality product, signal clean, no problem ",4
55,"Works great, great for small spaces between one pedal on the other, if there is more distance, use a different type, ate usually fine and it is a product of good quality, clean signal without problems ",4
56,"This cable has arrived super fast in the mail, they provide the level of performance you expect from low-cost cables. they work ",4
57,"This cable came super fast in the e-mail, they deliver the performance level that you would expect with low cost cables. they work ",4
58,"I bought 6 of these XLR at 1/4 & # 34; Adapters in the hope of connecting my microphones to an old awesome mixer that I own with 1/4 & # 34; contributions. It has not finished working because I discovered that I had to convert the microphone level to the line level (which does not do), but they convert XLR to 1/4 and # 34; balanced pretty well. Just not what I needed in my particular situation. ",4
59,"I bought 6 of this XLR to 1/4 & # 34; Adapters hoping to connect my microphones to an old funky mixer that I owned with 1/4 & # 34; Inputs. It ultimately did not end because I discovered that I had to convert the microphone level to line level (what they do not do), but they convert XLR to 1/4 & # 34; Balanced good. Just not what I needed in my specific situation. ",4
60,"As the title says it, it works. The only reason I took off a star is sometimes it becomes a little stuck and I have to use a force to get it out of the XLR. But no problems next to that. ",4
61,"As the title says, it works. The only reason I scooped a star is sometimes stuck a bit and I have to use some power to get it from the XLR. But no problems in addition. ",4
62,"This converts an XLR signal (for me, a microphone SM57) into a 1/4 male (I run it in a guitar pedalt and an amplifier). Do not have problems with performance, but the converter is a little cumbersome, especially once you click a microphone about it. Could be tight in some places on a pedal but works as a whole. ",4
63,"This converts an XLR signal (for me, a Shure SM57 MIC) in a 1/4 man (I walk it in a guitar pedal board and then an AMP). Do not have any problems with performance, but the converter is a bit voluminous, especially if you have clamped a microphone. Can be tight assembly in certain places on a pedalboard, but it works great in general. ",4
64,"I bought this XLR separator from splitting the lead voice of FOH to my monitor holder. Used this way, it worked well and I never had any problems with signal loss or power problems. I started using an isolated XLR transformer separator after starting to play bigger rooms and we no longer use this separator. My only problem with the hosa y separator is that the cable length of the female connector to the male connectors is very short, so short that it would cause the microphone cables to be out of the microphone support when I connected it in our Microphone of the main singer. . It would be great on a micro guitar or something that is close to the ground, or placed horizontally, but it seems a bit funny of a vertical microphone support. ",4
65,"I bought this XLR splitter to split the main vocal from FOH to my monitor rack. Used this way it worked great and I never had problems with signal loss or nutritional issues. I started using a transformer isolated XLR splitter after we started playing larger locations and no longer use these splitters. My only problem with the Hosa Y-Splitter is that the cable length of the female connector of the male connectors is very short, so short that it would cause the microphone cables from protruding from the microphone stand when I have connected it into the microphone from our main singer . It would be great on a guitar mic or something that is close to the ground, or placed horizontally, but it looks a bit funny from a vertical microphone stand. ",4
66,"If I did not think it did not buy these Amazon articles, I would not do it, more and more importantly, I have worked as a purchasing coordinator for over 25 years now, I know that I know escape money and if buying is excellent and you believe or not, I can find cables that I did not find at Radioshack, Best Purchasing No. Moreover, I did a lot purchase not only for myself, but for business. These ladies and gentlemen know what they do and they know how to deal with the business of the right way, I would like to apply to a position with them.Revalvers, FFSALA ",4
67,"If I didn't think I could buy these items from Amazon, I would not do it, plus and more important I have been working as a purchase coordinator for more than 25 years, now I know how to save money and if the purchase that is great or not I can even find cables that I cannot find in RadioShack, buy the best, I don't need it where necessary, I did a lot of purchasing, not just for myself, but for business. These ladies and gentlemen know what they do and they know how to do business in the right way, I would like to request a position with them. Folding, Ffsalsa ",4
68,I get errors that my printer cartridge was not recognized and that I sprayed some on the contacts and wiped the excess with a paper towel. Now it works! ,4
69,I received mistakes that my printer cartridge was not recognized and I sprayed out of the contacts and wiped the surplus with a paper towel. Now it works! ,4
70,The only reason I give 4 stars is because I ordered 2 and 1 had the agreement with it and that we lacked the agreement ... I ordered both in the same Time that these are good micros ... ,4
71,"The only reason I give 4 stars is because I ordered 2 of this and 1 agreed with it and the chord was missing ... I ordered both at the same time, except that they are good hot microphones ... ",4
72,"As a freelancer, I work from time to time with a group that plays the Midwest, performing a quasi-weekly base. They are experienced veterans who have no interest in gear in itself and even less interest in the stamp mark. Everything is about money for them. I could not believe it when I saw the group using these nady pickups (even cheaper several years ago) and insist on them were as good as Shure SM-57 and 58. I still do not believe Not that the quality of the finish compares (any relaxed empirical test of quality quality will prove so much). But these Nady manipulate the announcement, the voice, and, if so, the softer poll instruments (flute, harmonica), and none broke or ceases on my watch. I am a keyboard, so the micro power and fidelity do not affect me. I am only a little mortified when there are musicians in the public who attract how cheap we are when it comes to the ""speed component"" important. At the same time, my embarrassment, I admit, is not very mixed with a little demonic glee. After all, who plays - and who is paid for it? ",4
73,"As a freelancer, I occasionally work with a band that plays midwest, performs on a daily basis. These are seasoned veterans who are not interested in equipment per se and even less interest in brand cachet. It's all about money for them. I couldn't believe it when I first saw the group using this Nady Mics (even a few years ago lower priced) and insisting that they were so good as Shure SM-57s and 58s. I still don't believe that the quality of craftsmanship compares (every accidental empirical test of building quality will prove so much). But these Nady's handle the announcement, the vocals and, when needed, the softer sound instruments (flute, harmonica), and nobody has broken or stopped my watch. I am a keyboard player, so Mic-current and Fidelity has no influence me. I just taught a bit if musicians are in the audience who catch on how cheap we are when it comes to the most important ""gear component"". At the same time my shame, I am not mixed with a little demonic Glee. Who finally plays - and will be paid? ",4
74,We bought this microphone after seeing how our grandson manipulated the microphone that came with the karaoke machine thinking that the microphone would not last very long. I hope it's done because this Nady SP-4C is a very impressive microphone for the price. We use it with our Cube Roland CM30 and consider using it with a Roland micro-cube too. I would have given it a 5-star if the cord connection to the microphone was not a little loose. ,4
75,We have bought this microphone after we have seen how our grandson had handled the microphone that came with the karaoke machine that think that microphone would not last long. I hope it does because this Nady SP-4C is a very impressive microphone for the price. We use it with our Roland CM30 cube and plan to also use it with a Roland micro cube. I would have given it 5 stars if the cord connection with the microphone was not a bit loose. ,4
76,"I bought this cable for My Band Live Show configuration. I bought it almost a year ago and always uses it for the same application. Although it is not the best quality cable, the length and price make it a good value for money, especially if you buy many at a time. I do not use these cables in the studio but to live, they are fine. I would recommend this cable if you are on a budget and want to buy many at a time. If you are going to buy one, I would look at Canare or Mogami, they are a little more expensive but easy to get and are worth the price. ",4
77,"I bought this cable for the live show setup of my band. I bought it almost a year ago and currently use it for the same application. Although not the best quality cable, the length and price it makes good value for the money, especially if you buy several at the same time. I don't use these cables in the studio, but for live, it's going well. I would recommend this cable if you are on a budget and want to buy several at the same time. If you just buy it, I look at Canare or Mogami, they are a little more expensive but easy to get the price and worth the price. ",4
78,"If they are used for live performances, they will not last very long! Good for the price. I need to solve the extremities after a concert though. ",4
79,"If they are used for live performances, they will not take a very long time! Good for the price. However, I must reset the ends after a concert. ",4
80,"I bought this cable so that you can run longer cable races on stage. It works for that. It's a closer thread gauge than some of my other cables and it makes me a bit of CAGY on its durability. I tend to use it for cable tracks where I do not expect a lot of movement (for example, running a cable to a microphone holder) and save my best cables for microphones of belt. The cable jacket has a very pronounced butyl odor of rubber, and it really activated my allergies at first. I recorded the MIC cables in an open cardboard box for a few months before using them, and it seemed to help a lot with the smell of rubber. Everyone has no allergies, so it might not be a problem for all people - but I could not use these cables for nothing close to my face for the first months. They are cheap and they work well. I did not notice any sound problems at all. ",4
81,"I bought this cable to perform longer cable on stage. It works for that. It is a narrower gauge of wire than some of my other cables, and that makes me a little cagy about its sustainability. I tend to use it for cable openings where I don't expect much movement (eg a cable with a microphone stand) and save my better cables for the mics of the belt packets. The jacket on the cable has a very distinct butyl rubber scent, and it really has been activated my allergies in the beginning. I have saved the microphone cables in an open cardboard box for a few months before I use them, and that seemed to help much with the rubber scent. Not everyone has allergies, so this is perhaps not a problem for all people - but I could not use these cables for something near my face for the first few months. They are cheap and they work great. I have not noticed noise problems at all. ",4
82,I had this cable for a moment and I'm not too impressed by quality. The plug and the take search for cheap and the cable is slim. I use it at home on a practical microphone and he did not have a lot of workout. I do not think it would definitely hold on stage in a place. ,4
83,I had this cable for a while and I am not too impressed with the quality. The plug and the connection look cheaply and the cable is thin. I use it at home on an exercise monica and it didn't have much of a workout. I don't think it would hold onto a location for a long time. ,4
84,"The gain on this microphone is not the biggest, but for soft speeches and recordings: this guy can handle everything very well! ",4
85,"The profit on this microphone is not the best, but for speeches and soft recordings: this man can do it all very well! ",4
86,"I have some SM58 shures that cost more. I like the open sound of the PG48 but the voices seem to break more to higher volumes than with the SM58s. I like this microphone ok, but the SM58 is worth the extra money that I think, especially if you expect to push its capacity. ",4
87,"I have a few shure sm58s that cost more. I love the open sound of the PG48, but there seem to break more at higher volumes than they with the SM58s. I love this mic ok, but the SM58 is worth the extra money, I think, especially if you expect to push his ability. ",4
88,"4 stars instead of only 5 because this thing does not impose your guitar or carry your amp. I use this solo, in a duet with a bassist, in a trio with drums and bass. I have a regular concert in a medium-sized club that is essentially a large room. I use it through a Pyle Pro either autonomous PA in which I also branch my Martin GP Elec / Acoustics. The sound quality is excellent. The volume seems limited only BNY what the Pyle Pro will distribute. I would have no hesitation using this for larger rooms with a full group and pa. I did not hear a hint of comments and the ON / OFF switch is an advantage. Price 36.99 might seem like it to be true, but think about things for which we pay less for us. I bought a 32 & # 34; Toshiba flat screen for about $ 230, think about what would have cost five years ago or less. The same goes for a lot of audio equipment. Many businesses bring high quality elctronics and music on the market, but it is ideal to have a company like Shure do something so good and so affordable. They have always made a high quality product and they now have one that almost everyone can afford. I can not recommend it strong enough. ",4
89,"4 stars instead of 5 just because this thing will not tune your guitar or carry your amplifier. I use this solo, in a duo with a bass player, in a trio with drums and bass. I have a normal performance in a medium-sized club that is in fact a large room. I use it by a Pyle Pro-Self-contained PA in which I also connect my Martin GRP ELEC / acoustically. The sound quality is excellent. The volume only seems bny limited what the Pyle Pro will spend. I would not hesitate to use this for larger rooms with a full band and dad. I have not heard a hint of feedback and the power switch is a plus. The price of 36.99 may seem good to be true, but think of the things we pay less than we used to be. I bought a 32 & # 34; Toshiba flat screen for around $ 230, consider what that even five years ago or less would cost. The same applies to many audio equipment. Many companies bring Elctronics and music from high quality to the market, but it is great to have a company such as shure something so good and so affordable. They have always made a high-quality product and now they have one that can afford almost everyone. I can't recommend it strong enough. ",4
90,"So far, I am very happy with this microphone. The quality of tone is fine and does everything I need to make backup voices in my group. Although a longer cable would be fine, it's a good cable and was included in the package. ",4
91,"So far I am very happy with this microphone. Tonk quality is fine and does everything I need to do for backup vocals in my band. Although a longer cable would be nice, it is a cable and it was included in the package. ",4
92,"It is so difficult to get an honest exam from all Mike who is not a SM58 shure. This is considered the golden standard through which all the others are measured. Of course, at least a part of this reputation is deserved, but perhaps more for the sustainability of SM58 than its sound. I have some SM58 and some pg58s. I had considered the SM48, but the PG58 has slightly better and almost identical specifications. The first thing I noticed out of the box was that the PG58 is slightly larger and slightly heavier. It also has a switch different from that of the SM58. Metal screens protecting them are not interchangeable. I then connected a microphone cable so that the settings are the same. I tried both mikes, one after the other, first speaking, then with singing and playing the guitar, then I changed the parameters, or more precisely, the effects and equation of PA. I repeated the experience, speaking and then sings by changing between Mikes.ure what I noticed: the SM58 is slightly flatter in the mid-term. The PG58 is slightly brighter and has a touch of presence. They are about equal on the volume. The slight differences in tone can be easily manipulated with an equalization or ordinary tone controls. Neither has been sensitive to many popular comments or vocal. I did not try this part on the side to a live situation or even in practice because it takes too much time and interferes with playing. It is difficult to judge in these situations too, or at least clumsy, but I used a combination of the two in practice and nobody seems to be able to say the difference, except a person actually expressed a preference for the PG58, but that could be Just the parameters. I watched the specifications for both mikes side by side. The SM58 is a little flatter in response, especially at the high end, more than 10k Hz, and it picks up a few dB before the PG 58, somewhere between 50 and 60 Hz. However, since the range Human vocal is usually between about 300 and 3000 Hz, none of these people seems likely to have a lot of effect, although the SM58 is a more reactive tad for a bass singer. I also tried two other Behringer Mikes and a Radio Shack Mike. The Behringer 8500 was totally overclassed by the two shures, ringing thin and thin and with little presence or volume. I tried a Behringer 2000xm and I was impressed by the similarity. These mkes sound almost identical (the B 2000 and the shure SM). The Behringer 2000XM seems to have been interrupted, however, and replaced by the 1800xm, a lower mike offered in packets of three for less than $ 50. I then connected a radio cabin which was a replacement backup, not removed. For practice. The model number is 33-3001, probably also interrupted. It was an excellent Mike poll, with a good volume, a presence and a tone. I did not have other minutes to test this way using a lateral experience, but I reached some conclusions: there is some snobbery in the choice of microphones, with the shure SM58 retained as an inaccessible standard. They are strong and they are good minutes and the price is not unreasonable, at about $ 100. However, there are other microphones that sound almost identical and are also robust and reliable at lower prices, including the PG58 shure, and probably the SM48, although I had none of those to test. I hope more people would give impartial reviews based on real performances instead of condescension towards those who are either on a budget or looking for standard bearer alternatives. I give this 4 stars because because I did not have enough time to give an assessment of how this is compared to the SM58. ",4
93,"It is so hard to get a fair revision of a mike that is no Shure SM58. This is considered the gold standard with which all others are measured. Of course at least a part of this reputation has earned, but perhaps more to the sustainability of the SM58 than the sound. I have a few SM58s and a few PG58s. I considered the SM48, but the PG58 has slightly better specs, and almost identical price. The first thing that I saw from the box was that the PG58 is slightly larger and slightly heavier. It also has a different switch than the SM58. The metal screens that they protect are not interchangeable. I then connected a microphone cable, so the settings would be identical. I tried both mikes, one after the other, first with speaking and then playing with singing and then I have changed the settings or more specifically, the effects and the EQ on the PA. I repeated the experiment, speaking and then singing while changing between mikes. There I have noticed: the SM58 is slightly flat in the middle range. The PG58 is slightly clearer and has more presence. They are approximately equal to volume. The small differences in tone can easily be manipulated with an EQ or just ordinary tone arrangements. Nor was susceptible to a lot of feedback or vocal doll. I have not tried this side in a live situation or even in practice, because it is too time-consuming and interferes with playing. It is difficult to judge those situations, or at least uncomfortable, but I have used a combination of the two in practice and no one seems to be able to tell the difference, except that one person actually has a preference for the PG58, but That can only be the settings. I looked at the specifications for the two Mikes next to each other. The SM58 is a bit flatter in response, especially at the high end, more than 10k Hz, and it absorbs a few dB for the PG 58, somewhere between 50 and 60 Hz. However, because the human vocal range is generally between about 300 and 3000 Hz, none of these probably seems to have a lot of effect, although the SM58 may react a bit to a bass singer. I also have two different Behringer Mikes and a radio shack mike. The Behringer 8500 was completely specialized by both shures, sounding looks and thin and with little presence or volume. I tried a Behringer 2000xM and was impressed by the parable. These mikes sound almost identical (the B 2000 and the Shure SM). However, the Behringer 2000XM seems to be stopped and replaced by the 1800XM, an Inferior Mike offered in bundles of three for less than $ 50.I then connected to a radio shack Mike that was a backup backup, not even for practice. The model number is 33-3001, probably also terminated. This was an excellent sounding Mike, with a good volume, presence and tone. I had no other mikes to test experiment in this side, but I have reached a number of conclusions: there is quite a few snoby in choosing microphones, with the Shure SM58 ceased as any unreachable standard. They are firm and they are good mikes and the price is not unreasonable, at around $ 100. However, there are other microphones that sound almost identical and are also firm and reliable, at lower prices, including the Shure PG58, and probably the SM48, Although I had none of that to test. I wish more people would want rude reviews based on actual performance instead of condensing towards those who are on a budget or are looking for alternatives to the standard carrier. I just give these 4 stars because I have not had enough time to give an evaluation of how this means compared to SM58. ",4
94,"I bought this one to replace a Shre 8900. It's a big step forward from that one. I am delighted with that. The old had a lot of manipulation noise. This one has a little bit but it's very good for the money I paid for it. My next will be a SM58, but it will be a bit since now. I am very happy with this pg58.update: December 2012The processing noise is definitely something to consider. It would keep me from buying another one. Other pickups that I own does not have this problem in this diploma. ",4
95,"I bought this to replace a Shure 8900. It is a big step from that one. I am satisfied with it. The old had a lot of handling. This has a bit, but it is very good for the money I paid for it. My next will be a SM58, but that will be a while. I am very happy with this PG58.Update: December 2012 The handling sound is absolutely something to consider. It would prevent me from buying another of these. Other MICS that I own do not have this problem to this extent. ",4
